시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
대구광역시,달서구,특별시도,,용산로,2,대구광역시 달서구 용산로 260,대구광역시 달서구 용산동 961,35.860371,128.530705,3,2,Y,18423,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,31+3+10+3+63,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,1,대구광역시 달서구 용산로 253,대구광역시 달서구 용산동 962,35.860236,128.530485,3,2,Y,18428,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,31+3+10+3+63,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,2,대구광역시 달서구 용산로 254,대구광역시 달서구 용산동 961,35.860227,128.530695,3,2,N,18431,1,3,3,녹색+황색+적색,32+3+75,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,1,대구광역시 달서구 용산로 259,대구광역시 달서구 용산동 962,35.860373,128.53048,3,2,N,18434,1,3,3,녹색+황색+적색,32+3+75,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,1,대구광역시 달서구 장기로 273,대구광역시 달서구 장기동 813-5,35.843265,128.530464,3,2,Y,12522,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,40+3+33+3+61,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,2,대구광역시 달서구 용산로 64,대구광역시 달서구 장기동 762,35.843256,128.530726,3,2,Y,20090,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,40+3+33+3+61,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,1,대구광역시 달서구 용산로 13,대구광역시 달서구 본리동 1209-4,35.838581,128.530508,3,2,Y,20377,1,3,3,녹색+황색+적색,166+3+31,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,1,대구광역시 달서구 용산로 11,대구광역시 달서구 본리동 1217-1,35.838357,128.530508,3,2,Y,20378,1,3,3,녹색+황색+적색,166+3+31,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,2,대구광역시 달서구 용산로 14,대구광역시 달서구 본리동 554,35.838521,128.530765,3,2,Y,20379,1,3,3,녹색+황색+적색,166+3+31,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,2,대구광역시 달서구 용산로 14,대구광역시 달서구 본리동 554,35.838679,128.530763,3,2,Y,20380,1,3,3,녹색+황색+적색,166+3+31,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,2,대구광역시 달서구 용산로 14,대구광역시 달서구 본리동 554,35.838521,128.530765,2,2,Y,20381,2,2,2,녹색+적색,26+174,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산로,1,대구광역시 달서구 용산로 13,대구광역시 달서구 본리동 1209-4,35.838581,128.530508,2,2,Y,20382,2,2,2,녹색+적색,26+174,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 63,대구광역시 달서구 용산동 978,35.855846,128.525872,2,2,Y,16567,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 62,대구광역시 달서구 용산동 978,35.856007,128.525722,2,2,Y,16569,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 62,대구광역시 달서구 용산동 978,35.856007,128.525722,2,2,Y,16570,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 64,대구광역시 달서구 용산동 978,35.855732,128.5257,2,2,Y,16571,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 64,대구광역시 달서구 용산동 978,35.855732,128.5257,2,2,Y,16573,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 62,대구광역시 달서구 용산동 978,35.856007,128.525722,2,2,N,16726,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 64,대구광역시 달서구 용산동 978,35.855732,128.5257,2,2,N,16728,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 63,대구광역시 달서구 용산동 978,35.855901,128.525873,2,2,Y,16732,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 63,대구광역시 달서구 용산동 978,35.855901,128.525873,2,2,Y,16734,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 63,대구광역시 달서구 용산동 978,35.855846,128.525872,2,2,Y,16736,2,2,2,녹색+적색,37+93,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 22,대구광역시 달서구 용산동 970,35.857666,128.527283,2,1,Y,16781,2,2,2,녹색+적색,48+112,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 37,대구광역시 달서구 용산동 970,35.857529,128.527215,2,1,Y,16790,2,2,2,녹색+적색,48+112,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산로 225,대구광역시 달서구 용산동 972,35.857723,128.530452,2,2,N,18375,2,2,2,녹색+적색,23+137,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 9,대구광역시 달서구 용산동 970,35.857526,128.530332,2,2,N,18378,2,2,2,녹색+적색,23+137,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 장산로 30,대구광역시 달서구 용산동 977,35.854134,128.525905,2,2,N,16641,2,2,2,녹색+적색,23+117,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 장산로 42,대구광역시 달서구 용산동 978,35.854231,128.525702,2,2,N,16643,2,2,2,녹색+적색,23+117,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 62,대구광역시 달서구 용산동 978,35.855661,128.52587,3,2,Y,16562,1,3,3,녹색+황색+적색,68+3+59,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 63,대구광역시 달서구 용산동 978,35.855661,128.52587,3,2,Y,16565,1,3,3,녹색+황색+적색,68+3+59,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 64,대구광역시 달서구 용산동 978,35.855732,128.5257,3,2,Y,16566,1,3,3,녹색+황색+적색,68+3+59,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 63,대구광역시 달서구 용산동 978,35.855901,128.525873,3,2,Y,16568,1,3,3,녹색+황색+적색,68+3+59,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 장산남로 40,대구광역시 달서구 용산동 230-5,35.853901,128.525812,3,2,N,16637,1,3,3,녹색화살표+황색+적색,19+3+118,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 63,대구광역시 달서구 용산동 978,35.855846,128.525872,3,2,N,16735,1,3,3,녹색화살표+황색+적색,19+3+108,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 22,대구광역시 달서구 용산동 970,35.857666,128.527283,3,1,Y,16779,1,3,3,녹색+황색+적색,106+6+48,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 37,대구광역시 달서구 용산동 970,35.857529,128.527215,3,1,Y,16788,1,3,3,녹색+황색+적색,106+6+48,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산서로 38,대구광역시 달서구 용산동 970,35.857667,128.5271,3,1,Y,16789,1,3,3,녹색+황색+적색,106+6+48,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 21,대구광역시 달서구 용산동 970,35.857529,128.527388,3,1,Y,16791,1,3,3,녹색+황색+적색,106+6+48,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,2,대구광역시 달서구 용산로 225,대구광역시 달서구 용산동 972,35.857723,128.530452,3,2,N,18376,1,4,3,녹색/녹색화살표+황색+적색,16+3+141,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 9,대구광역시 달서구 용산동 970,35.857495,128.53043,3,2,N,18377,1,4,3,녹색/녹색화살표+황색+적색,33+3+124,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,용산서로,1,대구광역시 달서구 용산서로 63,대구광역시 달서구 용산동 978,35.855846,128.525872,3,2,N,20826,1,3,3,녹색화살표+황색+적색,19+3+108,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달성군,군도,,용연사길,1,대구광역시 달성군 옥포읍 옥포로 463,대구광역시 달성군 옥포읍 반송리 171-3,35.755808,128.493926,2,2,Y,2647,2,2,2,녹색+적색,18+82,2,3,1,Y,20:00,7:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달성군,군도,,용연사길,2,대구광역시 달성군 옥포읍 옥포로 463,대구광역시 달성군 옥포읍 반송리 916-1,35.755682,128.493894,2,2,N,3150,2,2,2,녹색+적색,18+82,2,3,1,Y,20:00,7:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용지12길,1,대구광역시 수성구 지범로 283,대구광역시 수성구 범물동 1322,35.81569,128.647714,2,2,N,6007,2,2,2,녹색+적색,42+118,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용지12길,1,대구광역시 수성구 지범로 283,대구광역시 수성구 범물동 1322,35.81569,128.647714,3,2,N,6006,1,4,3,녹색/녹색화살표+황색+적색,62+6+92,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 316,대구광역시 수성구 범물동 1261-1,35.822506,128.64155,3,2,Y,6324,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 303,대구광역시 수성구 지산동 1297-2,35.82247,128.641271,3,2,Y,6325,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 316,대구광역시 수성구 범물동 1261-1,35.822506,128.64155,3,2,N,6326,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 316,대구광역시 수성구 범물동 1261-1,35.823455,128.642775,3,2,N,6327,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 316,대구광역시 수성구 범물동 1261-1,35.823455,128.642775,3,2,Y,6328,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 325,대구광역시 수성구 지산동 1297-2,35.82376,128.642859,3,2,N,6329,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 325,대구광역시 수성구 지산동 1297-2,35.82376,128.642859,3,2,Y,6330,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 138,대구광역시 수성구 두산동 747,35.823813,128.624006,3,2,Y,6425,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 134,대구광역시 수성구 두산동 777-4,35.823877,128.623781,3,2,Y,6426,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 115,대구광역시 수성구 두산동 777-4,35.824909,128.622261,3,2,Y,6429,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 112,대구광역시 수성구 두산동 777-4,35.824867,128.622047,3,2,Y,6430,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 112,대구광역시 수성구 두산동 777-4,35.824867,128.622047,3,2,N,6431,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 336,대구광역시 수성구 범물동 1261-1,35.825109,128.643521,2,2,Y,6332,2,2,2,녹색+적색,19+181,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 325,대구광역시 수성구 지산동 1297-2,35.825062,128.643325,2,2,Y,6333,2,2,2,녹색+적색,19+181,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 청호로 87,대구광역시 수성구 범물동 1261-1,35.825376,128.643604,2,2,Y,6336,2,2,2,녹색+적색,19+181,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 325,대구광역시 수성구 지산동 1297-2,35.82533,128.643395,2,2,Y,6340,2,2,2,녹색+적색,19+181,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 361,대구광역시 수성구 지산동 산 43-2,35.827074,128.643873,2,2,N,6362,2,2,2,녹색+적색,21+179,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 361,대구광역시 수성구 지산동 95-7,35.827002,128.644037,2,2,N,6363,2,2,2,녹색+적색,21+179,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 111,대구광역시 수성구 두산동 777-4,35.825358,128.621457,2,2,Y,6432,2,2,2,녹색+적색,22+108,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 112,대구광역시 수성구 두산동 777-4,35.82526,128.621303,2,2,Y,6435,2,2,2,녹색+적색,22+108,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 112,대구광역시 수성구 두산동 835-1,35.825225,128.621242,2,2,N,6438,2,2,2,녹색+적색,26+104,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 92-4,대구광역시 수성구 두산동 844-2,35.825366,128.621123,2,2,N,6439,2,2,2,녹색+적색,26+104,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 수성못길 4,대구광역시 수성구 두산동 839-4,35.825498,128.62118,2,2,Y,6444,2,2,2,녹색+적색,19+111,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 92-4,대구광역시 수성구 두산동 844-5,35.825403,128.621063,2,2,Y,6446,2,2,2,녹색+적색,19+111,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 92-2,대구광역시 수성구 두산동 882-5,35.825825,128.619972,2,2,Y,6447,2,2,2,녹색+적색,16+114,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 92-2,대구광역시 수성구 두산동 882-13,35.825749,128.619836,2,2,Y,6450,2,2,2,녹색+적색,16+114,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 90,대구광역시 수성구 두산동 882-5,35.825827,128.619655,2,2,Y,6455,2,2,2,녹색+적색,22+108,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 수성로 2,대구광역시 수성구 상동 660,35.825383,128.610296,2,2,N,6769,2,2,2,녹색+적색,29+121,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 2,대구광역시 수성구 상동 660,35.825155,128.610141,2,2,N,6770,2,2,2,녹색+적색,29+121,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 용학로 92-2,대구광역시 수성구 두산동 882-13,35.825749,128.619836,2,2,Y,19702,2,2,2,녹색+적색,22+108,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 지범로 191,대구광역시 수성구 범물동 1261-1,35.821187,128.63984,2,2,N,6194,2,2,2,녹색+적색,24+136,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 지범로 183,대구광역시 수성구 지산동 1288-17,35.821361,128.63978,2,2,N,6197,2,2,2,녹색+적색,24+136,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 지범로 182,대구광역시 수성구 지산동 1275-8,35.821079,128.639373,2,2,N,6203,2,2,2,녹색+적색,18+142,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 지범로 188,대구광역시 수성구 지산동 1275-8,35.820961,128.639386,2,2,N,6206,2,2,2,녹색+적색,18+142,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,2,대구광역시 수성구 지범로 191,대구광역시 수성구 범물동 1261-1,35.821187,128.63984,3,2,N,6195,1,4,3,녹색/녹색화살표+황색+적색,32+3+125,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 지범로 183,대구광역시 수성구 지산동 1288-17,35.821361,128.63978,3,2,N,6196,1,4,3,녹색/녹색화살표+황색+적색,31+3+126,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
